1947,-1.24164,-1.20646,-0.50917,-1.18386,-0.86434,-1.16074,-4.3441395,-1.79379853
1948,-1.84879,-1.27556,-1.58072,-1.51388,-1.15575,-1.16074,-5.75265557,-2.99931138
1949,-1.81687,-1.29328,-1.83834,-1.25271,-1.18699,-1.16074,-5.59444135,-3.17216955
1950,-0.88586,-0.8049,0.27391,-0.74965,-0.51947,0.79317,-2.45470585,0.44864503
1951,-1.47775,-1.25904,-1.78404,-1.19928,-1.29434,-1.16074,-5.33187794,-2.86133366
1952,-1.42369,-1.25102,-1.69622,-1.47632,-1.32815,0.23491,-5.34311631,-1.66479473
1953,-1.91759,-1.16757,-1.92814,-1.22878,-1.16834,-1.16074,-5.5388701,-3.33941007
1954,-1.34946,-1.20373,-1.53226,-1.31261,-1.18189,0.23491,-4.90555919,-1.52621133
1955,-0.90922,-1.03561,-1.0932,-0.98912,-0.79856,-1.16074,-3.8313788,-2.06347779
1956,-1.00829,-0.91844,-0.50937,-0.74165,-0.71729,-1.16074,-3.33468469,-1.70728102
1957,-0.5868,-0.97649,-0.37012,-0.65578,-0.7277,0.23491,-2.74119436,-0.20291824
1958,-1.06993,-0.8873,-0.69479,-0.55821,-0.76417,-1.16074,-3.27298829,-1.89243942
1959,-0.93386,-0.85463,-0.82851,-0.62134,-0.77891,-1.16074,-3.24440457,-1.90190236
1960,-0.9623,-0.66985,-0.13667,-0.54145,-0.60534,0.23491,-2.46315118,-0.36324724
1961,-0.92752,-0.69351,-0.30235,-0.65608,-0.72634,-1.16074,-2.93278606,-1.51375014
1962,-0.74063,-0.47257,0.41895,-0.20073,-0.37631,-1.16074,-1.63011835,-0.92823903
1963,-0.98122,-0.51067,0.24074,-0.26639,-0.54964,-1.16074,-2.12578026,-1.19244922
1964,-0.60263,-0.36435,0.54323,-0.1808,-0.3651,-1.16074,-1.3580545,-0.748074
1965,-0.63504,-0.07037,0.74199,0.26677,-0.07393,-1.16074,-0.35900493,-0.73285069
1966,-0.65903,0.09263,0.84238,0.04151,0.03774,1.35144,0.07005236,1.21988916
1967,-0.75479,-0.03158,0.37902,0.26172,0.07246,-1.16074,-0.38015306,-1.1532625
1968,-0.71676,-0.00449,0.52982,0.07138,-0.09804,-1.16074,-0.62454088,-0.96368255
1969,-0.90333,0.19554,0.3532,0.15283,-0.06764,-0.60248,-0.44019654,-0.84447159
1970,-0.55118,0.24066,0.6684,0.20017,0.00034,-0.60248,0.0698596,-0.36361969
1971,-0.64126,0.26161,0.66073,0.37513,-0.06131,-0.60248,0.12477441,-0.42185075
1972,-0.33609,0.30112,1.05253,0.55167,0.031,-0.60248,0.75791898,0.08037046
1973,-0.47244,0.47062,0.88518,0.7552,0.17447,-1.16074,1.00911501,-0.64577434
1974,-0.34202,0.39199,0.89336,0.65229,0.0391,0.79317,1.1087743,1.01232681
1975,-0.28242,0.47031,0.7304,0.52488,0.14667,1.35144,1.24988865,1.31736047
1976,-0.1126,0.59909,0.83538,0.88186,0.25499,-0.60248,1.67768973,-0.03495323
1977,-0.02867,0.651,0.89476,1.03488,0.26504,1.35144,2.25520424,1.57276576
1978,0.11132,0.68519,1.00787,0.87226,0.35095,1.35144,2.35344337,1.7368519
1979,0.42969,0.85977,1.2922,1.19462,0.32769,1.35144,3.12541823,2.17346659
1980,0.35534,0.87211,1.15624,1.14567,0.40155,-1.16074,2.68875939,0.0482706
1981,0.05687,0.87477,0.81306,1.27469,0.26417,1.35144,2.73708941,1.5365874
1982,0.50285,0.86689,0.97033,0.89135,0.33531,-0.60248,2.53163807,0.45646747
1983,0.17207,0.95709,0.68914,0.90388,0.27843,1.35144,2.53461897,1.50609535
1984,0.01809,0.87354,0.53182,1.0169,0.15588,1.35144,2.28616184,1.31349286
1985,0.36771,0.93792,0.59532,1.02926,0.21947,1.35144,2.70869433,1.58992458
1986,0.10992,0.99939,0.29974,0.84332,0.28044,0.79317,2.28370286,0.71227618
1987,0.0782,0.79198,0.11359,0.75297,0.10972,0.79317,1.76963108,0.61570469
1988,0.11656,0.82715,0.31138,0.76609,0.12773,0.79317,1.91423255,0.79153479
1989,0.24679,0.81623,0.38585,0.7884,0.17804,0.79317,2.09387326,0.93301471
1990,0.11884,0.7916,-0.0329,0.68565,0.2425,0.79317,1.82292686,0.49312236
1991,0.4187,0.66015,0.31492,0.64335,0.32837,0.79317,2.06655123,0.98318431
1992,0.46725,0.80449,0.49158,1.12866,0.44905,0.79317,2.85887133,1.10533558
1993,0.66674,0.69603,0.38732,0.67178,0.34806,0.79317,2.35916032,1.20920642
1994,0.38435,0.8097,0.0192,0.41026,0.56777,0.79317,2.10546361,0.63828405
1995,0.48853,0.80117,0.02766,0.54449,0.63753,-1.16074,2.08047665,-0.80791878
1996,0.98865,0.81675,0.48737,0.21813,0.82202,0.79317,2.76542746,1.37989412
1997,0.73156,0.87771,0.17844,0.2925,0.86609,0.79317,2.65117325,0.92737938
1998,1.01007,0.95688,0.16402,0.4275,0.96706,0.79317,3.16225496,1.07800261
1999,0.8863,1.12181,0.37631,0.64032,1.17534,0.79317,3.67236756,1.07929855
2000,0.93852,1.00173,0.36843,0.49659,1.1364,0.79317,3.42597504,1.13848362
2001,0.88046,1.09867,0.2588,0.31751,1.21174,0.79317,3.3436705,0.97587111
2002,0.74392,1.17878,0.20546,0.60584,1.38124,0.79317,3.72908746,0.77787493
2003,0.70663,1.26889,-0.0156,0.85734,1.43134,0.79317,4.01095816,0.54753256
2004,0.62494,1.2347,-0.08529,0.97392,1.43158,0.79317,4.00688552,0.43750952
2005,0.70042,1.22992,-0.04575,1.05028,1.45083,0.79317,4.16224251,0.51882004
2006,0.55358,1.21815,-0.25649,0.99772,1.50114,0.79317,3.97773888,0.23327293
2007,0.48602,1.31043,-0.35563,1.2859,1.54732,0.79317,4.30113866,0.07916477
2008,0.83331,1.32775,-0.07882,1.28585,1.60765,-1.16074,4.42604741,-0.9783914
2009,0.52391,1.35756,-0.41187,1.31837,1.5963,-1.16074,4.14372568,-1.46863034
2010,0.72865,1.43615,-0.17211,1.28013,1.64241,-1.16074,4.44835089,-1.15294599
2011,0.39241,1.29984,-0.96559,1.09962,1.48924,-1.16074,3.5331522,-1.96855857
2012,0.61433,1.29098,-1.04885,1.04753,1.54549,0.79317,3.97323155,-0.37835523
2013,0.74851,1.20987,-1.1759,0.81872,1.48194,-0.88161,3.44155356,-1.64880116
2014,0.94852,1.19182,-1.22124,1.13187,1.55892,-1.16074,3.89577134,-1.77546913
2015,0.97531,1.07027,-1.57524,0.62939,1.50279,-1.16074,3.18123407,-2.00531892
2016,1.14295,0.82337,-1.80105,0.52054,1.24396,-1.16074,2.67598584,-1.96107594
2017,1.37303,0.78606,-2.08049,0.13261,1.09393,-0.88161,2.28213467,-1.75681637
2018,2.35701,0.80948,-1.52045,1.03091,1.4649,-0.88161,4.4200891,-0.70485885
2019,1.96983,0.73779,-1.1997,0.48537,1.21482,-0.88161,3.38392374,-0.64943979
2020,2.50929,0.93908,-0.91005,0.89599,1.48065,-0.88161,4.70953815,-0.12979369
