1498,Pop/Rock
97325,Pop/Rock
1498,Pop/Rock
219966,Pop/Rock
1498,Pop/Rock
561105,Pop/Rock
1498,Pop/Rock
607053,Pop/Rock
1498,Pop/Rock
1528006,Classical
1589,Classical
559405,Latin
1611,Electronic
156886,Jazz
2252,Pop/Rock
112017,Vocal
2273,Comedy/Spoken
203804,Comedy/Spoken
2273,Comedy/Spoken
588679,Folk
2273,Comedy/Spoken
744548,Comedy/Spoken
2273,Comedy/Spoken
38936,Pop/Rock
2330,Easy Listening
41874,Pop/Rock
2330,Easy Listening
249175,Easy Listening
2330,Easy Listening
639397,Latin
2330,Easy Listening
642542,Pop/Rock
2330,Easy Listening
754032,Pop/Rock
2330,Easy Listening
765585,Latin
2330,Easy Listening
781837,Latin
2330,Easy Listening
785283,International
2330,Easy Listening
792507,Vocal
2330,Easy Listening
798543,Latin
2330,Easy Listening
183867,Classical
2411,Electronic
346336,Pop/Rock
2411,Electronic
354105,Pop/Rock
2411,Electronic
423829,Jazz
2411,Electronic
750519,Avant-Garde
2411,Electronic
754032,Pop/Rock
2411,Electronic
840102,Pop/Rock
2411,Electronic
988440,Pop/Rock
2411,Electronic
133969,Pop/Rock
2578,Pop/Rock
7689,R&B;
2750,R&B;
160690,R&B;
2750,R&B;
208774,R&B;
2750,R&B;
262255,R&B;
2750,R&B;
319347,R&B;
2750,R&B;
376204,R&B;
2750,R&B;
802302,R&B;
2750,R&B;
820434,R&B;
2750,R&B;
112462,Pop/Rock
2867,Pop/Rock
139026,Pop/Rock
2867,Pop/Rock
176936,Blues
2867,Pop/Rock
187478,Pop/Rock
2867,Pop/Rock
192382,Pop/Rock
2867,Pop/Rock
240865,Pop/Rock
2867,Pop/Rock
255371,Pop/Rock
2867,Pop/Rock
354105,Pop/Rock
2867,Pop/Rock
489303,Pop/Rock
2867,Pop/Rock
824599,Blues
2867,Pop/Rock
831381,Pop/Rock
2867,Pop/Rock
894465,Pop/Rock
2867,Pop/Rock
18977,Pop/Rock
3170,Pop/Rock
19297,Pop/Rock
3170,Pop/Rock
297894,Pop/Rock
3170,Pop/Rock
517607,Pop/Rock
3226,Pop/Rock
583618,Pop/Rock
3226,Pop/Rock
626463,Pop/Rock
3226,Pop/Rock
859509,Pop/Rock
3226,Pop/Rock
101895,R&B;
3426,R&B;
319347,R&B;
3426,R&B;
239859,Classical
3595,Stage & Screen
304458,Stage & Screen
3595,Stage & Screen
649950,Pop/Rock
3595,Stage & Screen
691807,Stage & Screen
3595,Stage & Screen
754032,Pop/Rock
3595,Stage & Screen
178014,Reggae
3627,Reggae
246768,Reggae
3627,Reggae
295276,Reggae
3627,Reggae
603590,Reggae
3627,Reggae
745584,Reggae
3627,Reggae
790988,Reggae
3627,Reggae
819344,Reggae
3627,Reggae
855773,Reggae
3627,Reggae
131627,Pop/Rock
3669,Pop/Rock
137580,Pop/Rock
3669,Pop/Rock
170369,Pop/Rock
3669,Pop/Rock
207735,Pop/Rock
3669,Pop/Rock
240311,Pop/Rock
3669,Pop/Rock
289177,Pop/Rock
3669,Pop/Rock
309458,R&B;
3669,Pop/Rock
332141,Pop/Rock
3669,Pop/Rock
519637,Pop/Rock
3669,Pop/Rock
578028,Pop/Rock
3669,Pop/Rock
584923,Pop/Rock
3669,Pop/Rock
690254,Pop/Rock
3669,Pop/Rock
744265,Pop/Rock
3669,Pop/Rock
767068,Pop/Rock
3669,Pop/Rock
816890,Country
3669,Pop/Rock
921965,Pop/Rock
3669,Pop/Rock
923384,Pop/Rock
3669,Pop/Rock
532957,Jazz
3829,Blues
805930,Jazz
3829,Blues
178014,Reggae
4358,Reggae
91650,Pop/Rock
4451,Pop/Rock
123007,Pop/Rock
4451,Pop/Rock
490141,Pop/Rock
4451,Pop/Rock
42234,New Age
4458,New Age
536122,Jazz
4553,R&B;
31380,Pop/Rock
4852,Latin
122754,Pop/Rock
4852,Latin
145443,Latin
4852,Latin
208774,R&B;
4852,Latin
237205,Pop/Rock
4852,Latin
492331,Pop/Rock
4852,Latin
661524,R&B;
4852,Latin
664817,Pop/Rock
4852,Latin
806336,Latin
4852,Latin
100160,Pop/Rock
4955,Pop/Rock
577627,Pop/Rock
4955,Pop/Rock
1190,R&B;
5307,R&B;
7689,R&B;
5307,R&B;
74195,R&B;
5307,R&B;
101946,R&B;
5307,R&B;
134600,R&B;
5307,R&B;
164053,R&B;
5307,R&B;
165011,R&B;
5307,R&B;
170770,R&B;
5307,R&B;
208774,R&B;
5307,R&B;
279337,R&B;
5307,R&B;
290072,R&B;
5307,R&B;
316834,R&B;
5307,R&B;
361393,R&B;
5307,R&B;
376204,R&B;
5307,R&B;
411761,Vocal
5307,R&B;
568861,R&B;
5307,R&B;
614823,R&B;
5307,R&B;
622805,R&B;
5307,R&B;
866491,R&B;
5307,R&B;
887806,Pop/Rock
5307,R&B;
927555,R&B;
5307,R&B;
933172,R&B;
5307,R&B;
22124,Pop/Rock
5441,Pop/Rock
84209,Pop/Rock
5441,Pop/Rock
91650,Pop/Rock
5441,Pop/Rock
98465,Pop/Rock
5441,Pop/Rock
105422,Pop/Rock
5441,Pop/Rock
163386,Pop/Rock
5441,Pop/Rock
192382,Pop/Rock
5441,Pop/Rock
246611,Pop/Rock
5441,Pop/Rock
260206,Pop/Rock
5441,Pop/Rock
287259,Pop/Rock
5441,Pop/Rock
315403,Pop/Rock
5441,Pop/Rock
371258,Pop/Rock
5441,Pop/Rock
386253,Pop/Rock
5441,Pop/Rock
406294,Pop/Rock
5441,Pop/Rock
424244,Pop/Rock
5441,Pop/Rock
446509,Pop/Rock
5441,Pop/Rock
490952,Pop/Rock
5441,Pop/Rock
501407,Pop/Rock
5441,Pop/Rock
561715,Pop/Rock
5441,Pop/Rock
579839,Pop/Rock
5441,Pop/Rock
588450,Pop/Rock
5441,Pop/Rock
604852,Pop/Rock
5441,Pop/Rock
673208,Pop/Rock
5441,Pop/Rock
749970,Pop/Rock
5441,Pop/Rock
751910,Pop/Rock
5441,Pop/Rock
771438,Pop/Rock
5441,Pop/Rock
925852,Pop/Rock
5441,Pop/Rock
957085,Pop/Rock
5441,Pop/Rock
1098,Pop/Rock
5501,Pop/Rock
22124,Pop/Rock
5501,Pop/Rock
134729,Pop/Rock
5501,Pop/Rock
223627,Pop/Rock
5501,Pop/Rock
260206,Pop/Rock
5501,Pop/Rock
280956,Pop/Rock
5501,Pop/Rock
351733,Pop/Rock
5501,Pop/Rock
357406,Pop/Rock
5501,Pop/Rock
388198,Pop/Rock
5501,Pop/Rock
424244,Pop/Rock
5501,Pop/Rock
446509,Pop/Rock
5501,Pop/Rock
506513,Pop/Rock
5501,Pop/Rock
572737,Pop/Rock
5501,Pop/Rock
579839,Pop/Rock
5501,Pop/Rock
741746,Pop/Rock
5501,Pop/Rock
754032,Pop/Rock
5501,Pop/Rock
771438,Pop/Rock
5501,Pop/Rock
790820,Pop/Rock
5501,Pop/Rock
806829,Pop/Rock
5501,Pop/Rock
825251,Pop/Rock
5501,Pop/Rock
863790,Pop/Rock
5501,Pop/Rock
66915,Pop/Rock
5882,Pop/Rock
100160,Pop/Rock
5882,Pop/Rock
120521,Pop/Rock
5882,Pop/Rock
180228,Pop/Rock
5882,Pop/Rock
354105,Pop/Rock
5882,Pop/Rock
489303,Pop/Rock
5882,Pop/Rock
577627,Pop/Rock
5882,Pop/Rock
754032,Pop/Rock
5882,Pop/Rock
799053,Pop/Rock
5882,Pop/Rock
824022,Pop/Rock
5882,Pop/Rock
894465,Pop/Rock
5882,Pop/Rock
16835,Blues
5953,Pop/Rock
22928,Pop/Rock
5953,Pop/Rock
41874,Pop/Rock
5953,Pop/Rock
46120,Pop/Rock
5953,Pop/Rock
66915,Pop/Rock
5953,Pop/Rock
76057,Pop/Rock
5953,Pop/Rock
100160,Pop/Rock
5953,Pop/Rock
114342,Pop/Rock
5953,Pop/Rock
137474,Pop/Rock
5953,Pop/Rock
138699,Pop/Rock
5953,Pop/Rock
182598,Pop/Rock
5953,Pop/Rock
239859,Classical
5953,Pop/Rock
309458,R&B;
5953,Pop/Rock
311674,Pop/Rock
5953,Pop/Rock
327765,Stage & Screen
5953,Pop/Rock
346336,Pop/Rock
5953,Pop/Rock
354105,Pop/Rock
5953,Pop/Rock
489303,Pop/Rock
5953,Pop/Rock
489676,Pop/Rock
5953,Pop/Rock
562304,Pop/Rock
5953,Pop/Rock
577627,Pop/Rock
5953,Pop/Rock
642542,Pop/Rock
5953,Pop/Rock
754032,Pop/Rock
5953,Pop/Rock
772567,Pop/Rock
5953,Pop/Rock
894465,Pop/Rock
5953,Pop/Rock
6334,Vocal
5980,Vocal
66915,Pop/Rock
5980,Vocal
150629,Vocal
5980,Vocal
695189,Vocal
5980,Vocal
792507,Vocal
5980,Vocal
804476,Vocal
5980,Vocal
958533,Jazz
5980,Vocal
28692,Jazz
6143,Jazz
175553,Jazz
6143,Jazz
208404,Jazz
6143,Jazz
404463,International
6143,Jazz
640675,Jazz
6143,Jazz
868092,Jazz
6143,Jazz
749222,Electronic
6232,Electronic
752945,Electronic
6232,Electronic
37730,Pop/Rock
6310,Pop/Rock
39258,Pop/Rock
6310,Pop/Rock
47789,Pop/Rock
6310,Pop/Rock
51992,Pop/Rock
6310,Pop/Rock
66915,Pop/Rock
6310,Pop/Rock
78741,Pop/Rock
6310,Pop/Rock
130173,Pop/Rock
6310,Pop/Rock
184043,Pop/Rock
6310,Pop/Rock
287917,Pop/Rock
6310,Pop/Rock
350840,Pop/Rock
6310,Pop/Rock
387530,Pop/Rock
6310,Pop/Rock
490554,Pop/Rock
6310,Pop/Rock
612716,Pop/Rock
6310,Pop/Rock
853492,Pop/Rock
6310,Pop/Rock
898479,Pop/Rock
6310,Pop/Rock
936425,Pop/Rock
6310,Pop/Rock
987491,Pop/Rock
6310,Pop/Rock
11707,Pop/Rock
6320,Pop/Rock
41874,Pop/Rock
6320,Pop/Rock
43714,Pop/Rock
6320,Pop/Rock
46925,Pop/Rock
6320,Pop/Rock
96964,Pop/Rock
6320,Pop/Rock
102399,Jazz
6320,Pop/Rock
110161,Pop/Rock
6320,Pop/Rock
130689,Pop/Rock
6320,Pop/Rock
136871,Pop/Rock
6320,Pop/Rock
277351,Pop/Rock
6320,Pop/Rock
481461,Pop/Rock
6320,Pop/Rock
674662,Pop/Rock
6320,Pop/Rock
685647,Pop/Rock
6320,Pop/Rock
754032,Pop/Rock
6320,Pop/Rock
796734,Pop/Rock
6320,Pop/Rock
957296,Jazz
6320,Pop/Rock
60306,Stage & Screen
6334,Vocal
79016,Vocal
6334,Vocal
82584,Vocal
6334,Vocal
162677,Jazz
6334,Vocal
172642,Vocal
6334,Vocal
184502,Vocal
6334,Vocal
204901,Vocal
6334,Vocal
211758,Jazz
6334,Vocal
212612,Vocal
6334,Vocal
213590,Vocal
6334,Vocal
244406,Vocal
6334,Vocal
742899,Jazz
6334,Vocal
792507,Vocal
6334,Vocal
396372,Jazz
6563,Jazz
21334,R&B;
6568,R&B;
816701,R&B;
6568,R&B;
825168,R&B;
6568,R&B;
46861,R&B;
6613,International
60679,Blues
6613,International
815039,Blues
6613,International
825208,Blues
6613,International
942252,Latin
6855,Latin
197424,Latin
6860,Latin
311680,Latin
6860,Latin
617613,Latin
6860,Latin
619388,Latin
6860,Latin
245039,Country
7031,Country
389979,Country
7031,Country
778568,Country
7031,Country
36537,Pop/Rock
7230,Pop/Rock
89021,Pop/Rock
7230,Pop/Rock
112462,Pop/Rock
7230,Pop/Rock
139026,Pop/Rock
7230,Pop/Rock
187478,Pop/Rock
7230,Pop/Rock
209142,Pop/Rock
7230,Pop/Rock
240865,Pop/Rock
7230,Pop/Rock
307135,Pop/Rock
7230,Pop/Rock
354105,Pop/Rock
7230,Pop/Rock
496405,Pop/Rock
7230,Pop/Rock
754032,Pop/Rock
7230,Pop/Rock
805785,Pop/Rock
7230,Pop/Rock
821571,R&B;
7230,Pop/Rock
842351,Pop/Rock
7230,Pop/Rock
113480,Jazz
7305,Pop/Rock
152312,Pop/Rock
7305,Pop/Rock
61479,R&B;
7448,R&B;
64145,R&B;
7448,R&B;
82013,R&B;
7448,R&B;
118544,R&B;
7448,R&B;
144458,R&B;
7448,R&B;
147200,R&B;
7448,R&B;
162820,R&B;
7448,R&B;
316834,R&B;
7448,R&B;
329468,R&B;
7448,R&B;
524239,R&B;
7448,R&B;
894335,R&B;
7448,R&B;
41420,R&B;
7689,R&B;
59819,R&B;
7689,R&B;
101953,R&B;
7689,R&B;
118289,R&B;
7689,R&B;
208774,R&B;
7689,R&B;
361393,R&B;
7689,R&B;
477875,R&B;
7689,R&B;
500889,R&B;
7689,R&B;
509356,R&B;
7689,R&B;
569256,R&B;
7689,R&B;
572106,R&B;
7689,R&B;
594665,R&B;
7689,R&B;
661524,R&B;
7689,R&B;
664849,R&B;
7689,R&B;
746666,R&B;
7689,R&B;
802302,R&B;
7689,R&B;
865016,R&B;
7689,R&B;
894847,R&B;
7689,R&B;
55128,Pop/Rock
7729,Pop/Rock
58616,Pop/Rock
7729,Pop/Rock
116984,R&B;
7729,Pop/Rock
120521,Pop/Rock
7729,Pop/Rock
502806,R&B;
7729,Pop/Rock
773642,Pop/Rock
7729,Pop/Rock
824022,Pop/Rock
7729,Pop/Rock
50251,Pop/Rock
7731,Pop/Rock
88180,Pop/Rock
7731,Pop/Rock
97325,Pop/Rock
7731,Pop/Rock
134729,Pop/Rock
7731,Pop/Rock
139026,Pop/Rock
7731,Pop/Rock
223627,Pop/Rock
7731,Pop/Rock
346336,Pop/Rock
7731,Pop/Rock
359326,Pop/Rock
7731,Pop/Rock
446509,Pop/Rock
7731,Pop/Rock
485135,Pop/Rock
7731,Pop/Rock
490952,Pop/Rock
7731,Pop/Rock
506513,Pop/Rock
7731,Pop/Rock
579839,Pop/Rock
7731,Pop/Rock
771438,Pop/Rock
7731,Pop/Rock
798606,Pop/Rock
7731,Pop/Rock
863790,Pop/Rock
7731,Pop/Rock
883318,Pop/Rock
7731,Pop/Rock
1098,Pop/Rock
7920,Pop/Rock
5953,Pop/Rock
7920,Pop/Rock
61938,Pop/Rock
7920,Pop/Rock
84209,Pop/Rock
7920,Pop/Rock
105422,Pop/Rock
7920,Pop/Rock
114342,Pop/Rock
7920,Pop/Rock
139026,Pop/Rock
7920,Pop/Rock
139908,Pop/Rock
7920,Pop/Rock
192382,Pop/Rock
7920,Pop/Rock
260206,Pop/Rock
7920,Pop/Rock
349157,Pop/Rock
7920,Pop/Rock
379125,Pop/Rock
7920,Pop/Rock
418740,Pop/Rock
7920,Pop/Rock
446509,Pop/Rock
7920,Pop/Rock
490004,Pop/Rock
7920,Pop/Rock
501407,Pop/Rock
7920,Pop/Rock
562304,Pop/Rock
7920,Pop/Rock
574772,Pop/Rock
7920,Pop/Rock
623985,Pop/Rock
7920,Pop/Rock
671953,Pop/Rock
7920,Pop/Rock
749970,Pop/Rock
7920,Pop/Rock
771438,Pop/Rock
7920,Pop/Rock
891063,Pop/Rock
7920,Pop/Rock
895136,Pop/Rock
7920,Pop/Rock
334740,Country
7974,Country
13393,R&B;
8125,R&B;
59655,R&B;
8125,R&B;
94224,R&B;
8125,R&B;
128099,R&B;
8125,R&B;
149973,R&B;
8125,R&B;
170454,R&B;
8125,R&B;
179764,R&B;
8125,R&B;
414251,R&B;
8125,R&B;
477377,R&B;
8125,R&B;
542976,R&B;
8125,R&B;
568861,R&B;
8125,R&B;
667169,R&B;
8125,R&B;
751738,R&B;
8125,R&B;
772526,R&B;
8125,R&B;
803242,R&B;
8125,R&B;
806542,Blues
8125,R&B;
817011,Pop/Rock
8125,R&B;
894531,R&B;
8125,R&B;
927555,R&B;
8125,R&B;
59293,Pop/Rock
8245,Pop/Rock
71336,Vocal
8245,Pop/Rock
328352,Folk
8245,Pop/Rock
575051,Pop/Rock
8245,Pop/Rock
65590,Pop/Rock
8549,Pop/Rock
66915,Pop/Rock
8549,Pop/Rock
131627,Pop/Rock
8549,Pop/Rock
189678,Pop/Rock
8549,Pop/Rock
325459,Pop/Rock
8549,Pop/Rock
346336,Pop/Rock
8549,Pop/Rock
379125,Pop/Rock
8549,Pop/Rock
422405,Pop/Rock
8549,Pop/Rock
545726,Pop/Rock
8549,Pop/Rock
615119,Pop/Rock
8549,Pop/Rock
621944,Pop/Rock
8549,Pop/Rock
752314,Pop/Rock
8549,Pop/Rock
754032,Pop/Rock
8549,Pop/Rock
780625,Pop/Rock
8549,Pop/Rock
816890,Country
8549,Pop/Rock
840402,Pop/Rock
8549,Pop/Rock
895136,Pop/Rock
8549,Pop/Rock
922911,Pop/Rock
8549,Pop/Rock
39013,Pop/Rock
8570,Pop/Rock
305363,Pop/Rock
8570,Pop/Rock
563834,Pop/Rock
8570,Pop/Rock
579839,Pop/Rock
8570,Pop/Rock
690456,Pop/Rock
8570,Pop/Rock
781766,Pop/Rock
8570,Pop/Rock
808944,Pop/Rock
8570,Pop/Rock
855836,Pop/Rock
8570,Pop/Rock
178906,Pop/Rock
8591,Pop/Rock
219203,Pop/Rock
8591,Pop/Rock
572737,Pop/Rock
8591,Pop/Rock
583618,Pop/Rock
8591,Pop/Rock
798606,Pop/Rock
8591,Pop/Rock
803026,Pop/Rock
8591,Pop/Rock
808944,Pop/Rock
8591,Pop/Rock
855836,Pop/Rock
8591,Pop/Rock
859509,Pop/Rock
8591,Pop/Rock
11754,Pop/Rock
8828,Pop/Rock
22257,Pop/Rock
8828,Pop/Rock
31380,Pop/Rock
8828,Pop/Rock
81403,Pop/Rock
8828,Pop/Rock
137084,R&B;
8828,Pop/Rock
159433,Pop/Rock
8828,Pop/Rock
160690,R&B;
8828,Pop/Rock
177454,Electronic
8828,Pop/Rock
208774,R&B;
8828,Pop/Rock
228099,Pop/Rock
8828,Pop/Rock
235923,Pop/Rock
8828,Pop/Rock
237205,Pop/Rock
8828,Pop/Rock
246960,Pop/Rock
8828,Pop/Rock
290590,Pop/Rock
8828,Pop/Rock
302106,R&B;
8828,Pop/Rock
354722,Pop/Rock
8828,Pop/Rock
390477,Pop/Rock
8828,Pop/Rock
477875,R&B;
8828,Pop/Rock
484145,Pop/Rock
8828,Pop/Rock
495338,Pop/Rock
8828,Pop/Rock
545074,Pop/Rock
8828,Pop/Rock
572499,R&B;
8828,Pop/Rock
776093,Pop/Rock
8828,Pop/Rock
790833,R&B;
8828,Pop/Rock
820434,R&B;
8828,Pop/Rock
874289,Latin
8828,Pop/Rock
100160,Pop/Rock
9084,Pop/Rock
121590,Vocal
9084,Pop/Rock
138699,Pop/Rock
9084,Pop/Rock
150629,Vocal
9084,Pop/Rock
253142,Pop/Rock
9084,Pop/Rock
754032,Pop/Rock
9084,Pop/Rock
840402,Pop/Rock
9084,Pop/Rock
567624,R&B;
9218,Pop/Rock
590441,Pop/Rock
9218,Pop/Rock
1433,Country
9437,Country
133057,Country
9437,Country
161808,Country
9437,Country
162269,Country
9437,Country
162487,Country
9437,Country
227088,Country
9437,Country
270491,Pop/Rock
9437,Country
286115,Country
9437,Country
340446,Country
9437,Country
368112,Country
9437,Country
495861,Country
9437,Country
749476,Country
9437,Country
750131,Country
9437,Country
834108,Pop/Rock
9437,Country
858375,Country
9437,Country
112789,Pop/Rock
9441,Pop/Rock
167320,Pop/Rock
9441,Pop/Rock
178122,Pop/Rock
9441,Pop/Rock
420133,Pop/Rock
9441,Pop/Rock
572737,Pop/Rock
9441,Pop/Rock
820115,Pop/Rock
9441,Pop/Rock
825251,Pop/Rock
9441,Pop/Rock
100160,Pop/Rock
9490,Pop/Rock
393345,Pop/Rock
9490,Pop/Rock
564333,Pop/Rock
9490,Pop/Rock
577627,Pop/Rock
9490,Pop/Rock
894465,Pop/Rock
9490,Pop/Rock
899530,Pop/Rock
9490,Pop/Rock
23290,Jazz
9680,Jazz
170690,Jazz
9680,Jazz
211758,Jazz
9680,Jazz
242966,Jazz
9680,Jazz
490416,Jazz
9680,Jazz
494537,Jazz
9680,Jazz
641450,Jazz
9680,Jazz
748773,Blues
9680,Jazz
7731,Pop/Rock
9787,Pop/Rock
7920,Pop/Rock
9787,Pop/Rock
88180,Pop/Rock
9787,Pop/Rock
112789,Pop/Rock
9787,Pop/Rock
134729,Pop/Rock
9787,Pop/Rock
543595,Pop/Rock
9787,Pop/Rock
572737,Pop/Rock
9787,Pop/Rock
750742,Pop/Rock
9787,Pop/Rock
782768,Pop/Rock
9787,Pop/Rock
813946,Pop/Rock
9787,Pop/Rock
167320,Pop/Rock
9970,Pop/Rock
178122,Pop/Rock
9970,Pop/Rock
813946,Pop/Rock
9970,Pop/Rock
863790,Pop/Rock
9970,Pop/Rock
12472,Pop/Rock
10412,Pop/Rock
13393,R&B;
10412,Pop/Rock
20050,Pop/Rock
10412,Pop/Rock
36106,Pop/Rock
10412,Pop/Rock
38490,Pop/Rock
10412,Pop/Rock
66915,Pop/Rock
10412,Pop/Rock
77175,Pop/Rock
10412,Pop/Rock
96964,Pop/Rock
10412,Pop/Rock
107139,R&B;
10412,Pop/Rock
128099,R&B;
10412,Pop/Rock
178536,Pop/Rock
10412,Pop/Rock
191947,R&B;
10412,Pop/Rock
265440,Pop/Rock
10412,Pop/Rock
307461,Pop/Rock
10412,Pop/Rock
313284,Pop/Rock
10412,Pop/Rock
317417,Pop/Rock
10412,Pop/Rock
745964,Pop/Rock
10412,Pop/Rock
798792,R&B;
10412,Pop/Rock
988440,Pop/Rock
10412,Pop/Rock
92942,R&B;
10538,Pop/Rock
127337,Pop/Rock
10538,Pop/Rock
183858,Pop/Rock
10538,Pop/Rock
217622,Pop/Rock
10538,Pop/Rock
238115,R&B;
10538,Pop/Rock
316834,R&B;
10538,Pop/Rock
531986,Pop/Rock
10538,Pop/Rock
617196,Pop/Rock
10538,Pop/Rock
645474,Pop/Rock
10538,Pop/Rock
664849,R&B;
10538,Pop/Rock
809266,Pop/Rock
10538,Pop/Rock
852855,Pop/Rock
10538,Pop/Rock
62823,Pop/Rock
10982,Pop/Rock
91650,Pop/Rock
10982,Pop/Rock
202545,Pop/Rock
10982,Pop/Rock
385611,Pop/Rock
10982,Pop/Rock
418740,Pop/Rock
10982,Pop/Rock
490004,Pop/Rock
10982,Pop/Rock
754032,Pop/Rock
10982,Pop/Rock
960690,Pop/Rock
10982,Pop/Rock
335,Pop/Rock
11046,Pop/Rock
158309,Pop/Rock
11046,Pop/Rock
225930,Pop/Rock
11046,Pop/Rock
492331,Pop/Rock
11046,Pop/Rock
680476,Pop/Rock
11046,Pop/Rock
792530,Pop/Rock
11046,Pop/Rock
15318,Country
11052,Country
81561,Country
11052,Country
207127,Country
11052,Country
214162,Country
11052,Country
251375,Country
11052,Country
300749,Country
11052,Country
396676,Country
11052,Country
522768,Country
11052,Country
605375,Country
11052,Country
792370,Country
11052,Country
798248,Country
11052,Country
944084,Country
11052,Country
18258,R&B;
11210,R&B;
169536,Country
11242,Country
744548,Comedy/Spoken
11242,Country
740833,Pop/Rock
11506,Pop/Rock
44994,Blues
11608,Blues
129547,Blues
11608,Blues
205180,Pop/Rock
11608,Blues
313284,Pop/Rock
11608,Blues
354105,Pop/Rock
11608,Blues
369270,Blues
11608,Blues
611102,Blues
11608,Blues
617844,Blues
11608,Blues
625739,Pop/Rock
11608,Blues
942529,Blues
11608,Blues
112789,Pop/Rock
11664,Pop/Rock
46861,R&B;
11707,Pop/Rock
66570,Jazz
11707,Pop/Rock
66915,Pop/Rock
11707,Pop/Rock
67528,Vocal
11707,Pop/Rock
211758,Jazz
11707,Pop/Rock
240865,Pop/Rock
11707,Pop/Rock
267354,Jazz
11707,Pop/Rock
642542,Pop/Rock
11707,Pop/Rock
674662,Pop/Rock
11707,Pop/Rock
743929,Jazz
11707,Pop/Rock
754032,Pop/Rock
11707,Pop/Rock
809058,Pop/Rock
11707,Pop/Rock
927627,Jazz
11707,Pop/Rock
165011,R&B;
11754,Pop/Rock
175286,Country
11754,Pop/Rock
237205,Pop/Rock
11754,Pop/Rock
325401,Pop/Rock
11754,Pop/Rock
473554,Pop/Rock
11754,Pop/Rock
490549,Country
11754,Pop/Rock
661524,R&B;
11754,Pop/Rock
674150,Vocal
11754,Pop/Rock
686897,Pop/Rock
11754,Pop/Rock
936190,Pop/Rock
11754,Pop/Rock
68780,Jazz
