859509,1,11
101895,19,2
3426,2,2
239859,0,7
3595,5,14
304458,0,2
649950,2,3
691807,4,4
178014,12,24
3627,8,4
246768,0,10
295276,11,35
603590,21,15
745584,16,13
790988,13,33
819344,9,22
855773,2,4
131627,18,35
3669,17,1
137580,22,20
170369,17,39
207735,5,9
240311,10,22
289177,12,9
309458,14,21
332141,8,53
519637,24,4
578028,1,1
584923,31,10
690254,22,23
744265,5,7
767068,16,15
816890,11,112
921965,12,10
923384,12,7
532957,0,27
3829,2,48
805930,1,35
4358,1,0
4451,3,1
123007,7,13
490141,13,11
42234,6,4
4458,1,0
536122,13,16
4553,1,0
31380,10,9
4852,9,13
122754,19,18
145443,1,1
237205,25,77
661524,16,34
664817,23,16
806336,3,8
100160,8,192
4955,2,0
577627,20,149
1190,0,5
5307,22,6
74195,7,14
101946,11,35
134600,34,26
164053,12,14
165011,11,32
170770,26,19
279337,20,28
290072,14,35
316834,18,169
361393,32,90
411761,12,52
568861,6,9
614823,8,7
622805,11,138
866491,28,7
887806,6,1
927555,16,95
933172,9,22
22124,17,69
5441,28,37
98465,23,69
105422,14,13
163386,2,1
246611,14,73
260206,28,54
287259,7,10
315403,12,31
371258,17,13
386253,9,6
406294,17,24
424244,11,27
490952,11,30
501407,15,55
561715,12,7
588450,12,7
673208,10,14
749970,17,23
751910,10,12
925852,8,8
957085,13,15
5501,21,7
223627,14,8
280956,7,8
351733,25,34
357406,39,110
388198,11,4
506513,18,17
572737,15,21
825251,37,16
5882,11,71
120521,12,159
180228,16,166
799053,12,38
824022,9,88
16835,2,1
22928,16,24
46120,8,5
76057,14,50
114342,10,74
137474,20,32
138699,16,63
311674,10,22
327765,10,17
489676,13,19
6334,13,28
5980,7,5
150629,1,34
695189,0,2
804476,3,19
958533,3,14
28692,1,1
6143,6,3
175553,15,118
208404,3,17
404463,0,21
640675,2,38
868092,10,14
749222,6,5
6232,2,1
752945,5,4
37730,29,41
6310,17,4
39258,13,9
47789,12,5
51992,20,75
78741,6,3
130173,18,14
184043,25,33
287917,8,7
350840,19,18
387530,43,6
490554,15,3
612716,26,39
853492,20,7
898479,32,7
936425,19,28
987491,22,51
11707,13,24
6320,16,8
43714,17,49
46925,16,13
96964,12,8
102399,7,5
110161,9,15
130689,11,34
136871,15,14
277351,0,1
481461,2,2
674662,9,7
685647,14,43
796734,24,76
957296,21,31
60306,0,8
79016,2,106
82584,2,33
162677,6,61
172642,0,2
184502,3,75
204901,5,45
211758,8,95
212612,6,15
213590,3,10
244406,0,15
742899,7,18
396372,1,28
6563,1,1
21334,5,6
6568,3,0
816701,4,10
825168,1,1
46861,7,113
6613,4,5
60679,0,10
815039,5,62
825208,1,35
942252,0,12
6855,1,2
197424,5,4
6860,4,0
311680,8,11
617613,4,4
619388,3,1
245039,8,11
7031,3,0
389979,1,20
778568,7,5
36537,0,3
7230,14,3
89021,19,14
209142,12,13
307135,8,2
496405,13,22
805785,23,8
821571,12,84
842351,16,9
113480,18,8
7305,2,2
152312,11,13
61479,6,6
7448,11,11
64145,4,5
82013,7,30
118544,7,47
144458,13,73
147200,9,17
162820,7,10
329468,6,24
524239,4,10
894335,6,37
41420,1,2
59819,12,15
101953,2,2
118289,11,14
477875,10,33
500889,8,32
509356,6,6
569256,4,6
572106,3,5
594665,11,52
664849,7,10
746666,12,9
865016,4,24
894847,12,10
55128,12,65
7729,7,5
58616,0,2
116984,8,7
502806,1,1
773642,9,15
50251,25,9
7731,17,5
88180,25,15
798606,19,42
7920,24,44
139908,24,10
418740,23,153
671953,24,19
891063,12,27
334740,13,13
7974,1,0
13393,10,7
8125,19,1
59655,5,7
94224,9,19
128099,15,154
149973,2,3
170454,6,11
179764,4,6
414251,13,99
477377,5,6
542976,6,7
667169,0,4
751738,5,4
772526,6,15
803242,0,2
806542,9,37
817011,8,5
894531,7,6
59293,15,16
8245,4,2
71336,4,12
328352,6,8
575051,11,14
65590,23,30
8549,18,7
189678,12,13
325459,30,85
422405,27,58
545726,23,21
621944,10,7
752314,24,31
780625,12,6
922911,13,9
39013,18,8
8570,8,0
305363,19,10
563834,0,8
690456,2,4
781766,10,6
808944,10,26
855836,8,16
178906,8,19
8591,9,0
219203,22,81
803026,8,4
11754,10,9
22257,7,7
137084,13,12
159433,9,17
177454,7,4
228099,14,9
235923,8,7
246960,12,16
290590,2,5
302106,11,6
354722,12,3
390477,15,21
484145,17,13
495338,13,17
545074,23,22
572499,4,4
776093,13,18
790833,12,9
874289,7,11
9084,7,20
121590,4,25
253142,10,30
567624,11,12
9218,2,1
590441,10,12
9437,15,0
133057,16,7
161808,30,20
162269,24,17
162487,34,19
227088,16,6
270491,17,116
286115,14,13
340446,2,1
368112,15,16
495861,12,3
749476,23,12
750131,11,4
834108,23,18
858375,15,9
9441,7,1
167320,13,13
178122,7,4
420133,17,26
820115,17,12
9490,6,0
393345,31,24
564333,19,27
23290,0,2
9680,8,26
170690,1,7
242966,2,8
490416,1,51
494537,1,5
641450,2,2
748773,4,12
9787,10,0
543595,14,13
750742,31,8
782768,23,22
813946,27,33
9970,4,0
12472,12,23
10412,19,11
20050,15,9
36106,1,2
38490,20,82
77175,15,11
107139,6,17
178536,6,10
191947,17,14
265440,3,6
307461,24,63
313284,23,24
317417,16,10
745964,17,53
798792,5,10
92942,15,37
10538,12,7
127337,11,17
183858,17,46
217622,14,14
238115,6,128
531986,25,238
617196,15,135
645474,10,11
809266,15,30
852855,17,103
62823,19,35
10982,8,7
202545,9,11
385611,8,2
11046,6,1
158309,16,17
225930,19,13
680476,23,12
792530,20,23
15318,20,16
11052,12,0
81561,17,21
207127,15,11
214162,27,29
251375,6,16
300749,13,2
396676,23,35
522768,25,14
605375,22,27
792370,19,23
798248,24,38
944084,23,47
18258,13,19
11210,1,0
169536,4,4
11242,2,1
740833,15,10
11506,1,0
44994,9,6
11608,10,0
129547,4,13
205180,15,16
369270,1,18
611102,9,15
617844,8,36
625739,31,16
942529,17,40
11664,1,0
66570,10,13
67528,3,5
267354,7,32
743929,3,24
809058,1,1
927627,10,20
325401,8,21
473554,14,9
490549,20,12
674150,2,1
686897,28,31
936190,15,19
68780,5,13
11910,8,3
175196,0,4
184187,3,3
201760,10,20
248392,6,25
341137,15,3
12128,11,4
127063,9,14
155563,5,2
308871,7,11
478246,0,1
651156,7,19
762731,10,7
767016,14,25
117844,13,28
12180,11,4
200791,13,50
320761,16,18
410219,14,100
471156,6,7
573100,9,2
791483,30,17
238495,18,28
493122,16,9
543055,18,14
596922,7,5
631774,20,158
751019,23,39
925181,14,14
12491,4,1
12570,2,0
573978,6,7
152023,16,12
12595,2,0
16759,0,6
12644,6,7
39656,11,29
160198,6,8
172350,2,15
301955,2,2
770629,5,11
47421,12,2
106298,3,7
165663,24,14
193320,29,28
299471,10,19
745241,9,9
897214,2,3
12877,1,1
34899,12,8
12972,15,0
51376,22,31
167287,16,15
219483,25,35
290812,15,84
364399,11,28
809357,6,3
842802,21,44
990384,7,2
71970,12,17
13038,4,0
90389,1,1
673114,9,5
781172,2,20
13101,10,0
81017,6,6
147638,5,3
186927,5,12
300245,8,9
675495,9,9
826364,3,2
840000,5,13
667794,12,13
13377,2,1
934721,11,24
14651,11,50
70715,10,20
144847,18,42
629609,15,17
664378,14,22
765722,9,5
814606,9,19
868456,9,6
934069,12,22
944310,15,77
31685,22,50
13387,28,11
96613,28,29
117490,9,2
147635,10,17
159214,16,32
166785,15,8
174557,11,54
182900,23,47
184091,19,12
204386,16,52
248798,7,8
285272,18,10
294923,14,16
359016,12,11
359966,19,16
688400,7,5
791120,9,8
812046,17,9
816387,12,10
855405,8,12
962339,5,12
31067,11,26
677781,10,38
766893,9,46
772976,6,15
814898,8,14
15694,30,11
13508,29,6
29791,33,13
29884,13,29
31556,21,7
36521,30,30
79044,11,7
112185,12,9
145128,19,40
212131,18,18
240665,35,24
326249,39,55
575522,21,14
793425,8,3
815537,11,6
954964,16,7
13511,3,13
608701,5,113
797881,0,1
13583,15,0
21744,11,12
103484,21,10
600069,0,1
774588,13,27
848034,9,9
31274,9,6
13755,7,0
199995,11,37
253861,1,1
404434,8,30
798992,11,17
140176,1,4
14073,1,2
61480,11,11
14201,7,1
131581,18,33
162233,15,30
781094,4,15
111794,0,2
14263,8,2
161173,0,1
227776,5,6
398615,10,7
607283,5,21
32071,2,14
14329,1,0
98189,4,33
193160,2,15
380704,3,18
549797,3,184
747506,6,6
796741,3,18
848784,0,50
857203,3,7
14699,3,0
44764,21,62
75747,26,136
97182,6,8
14724,3,1
936946,4,8
14757,21,0
79960,19,26
150048,15,3
203008,24,33
303626,15,8
825924,19,3
887619,5,9
14822,10,0
128440,18,28
128495,18,19
758453,29,14
891264,10,4
923033,20,20
16281,18,18
14931,5,0
58549,38,59
14959,1,0
15158,10,1
49774,9,10
61044,15,29
96379,38,26
467203,21,101
69986,18,19
72205,8,18
159699,25,39
294085,17,14
637150,6,6
806247,9,18
15405,2,0
16438,11,7
64303,10,27
73421,10,14
154530,14,17
180263,15,15
314600,7,33
343930,19,35
475932,12,12
478426,11,19
485191,11,9
501692,9,5
569914,12,14
684240,9,5
764181,15,8
790732,19,27
866786,19,59
939567,15,37
78044,22,33
15856,4,0
16132,14,2
16186,5,2
572579,21,21
16227,1,0
38466,13,13
16235,1,0
44703,7,4
153590,8,8
179205,12,10
232564,16,40
295545,12,14
626268,8,11
696015,8,10
888730,3,25
29067,8,10
423267,15,30
483587,14,25
582313,17,55
47033,20,7
16574,7,1
129761,6,14
301619,20,27
334193,14,74
798662,1,30
131841,4,9
16925,2,0
793227,1,19
93322,6,26
16944,9,9
138063,10,12
160848,13,20
328014,11,35
641994,9,15
751592,11,18
785380,7,48
836312,6,7
17021,15,0
263937,18,18
540883,39,31
817754,28,10
845775,0,2
864209,13,20
17387,9,3
70027,5,4
104455,16,5
120953,13,10
501081,20,14
564726,11,6
784814,13,3
40225,11,36
17748,10,26
418955,7,32
491220,7,27
575012,0,4
597309,10,27
801573,7,7
806877,6,22
830375,5,7
33161,15,67
17877,16,13
590285,10,11
607448,28,78
766094,13,13
944349,17,16
17882,1,0
17929,8,11
162930,7,9
164093,6,8
185948,7,13
260038,6,45
368367,11,10
378624,10,31
29867,9,12
17937,5,1
171728,0,9
273531,14,11
314113,2,10
81796,2,7
18137,7,1
119629,6,4
290464,5,11
764702,10,37
845443,3,11
305501,11,6
18176,1,8
103162,7,5
213212,13,10
302685,10,11
384675,11,20
834673,0,2
489520,7,16
18513,1,0
18691,5,0
671244,5,5
766533,7,2
78886,6,9
18828,11,0
80720,15,9
137390,17,80
260212,20,25
482677,18,9
567570,9,9
789340,10,2
831215,14,17
895443,15,28
18862,1,0
53739,16,16
98081,16,13
106987,6,7
131681,5,14
314155,1,1
330575,11,15
344275,3,18
745915,7,8
753985,1,4
794449,1,5
822777,6,7
19029,2,0
19133,5,0
132449,12,21
232701,7,7
362437,14,10
409968,11,20
671156,10,11
815236,11,8
837946,8,6
838300,11,11
52900,9,21
87985,14,45
274321,12,10
814852,5,6
823012,8,6
19392,21,0
19701,18,50
34988,12,11
44906,16,13
46527,11,6
188190,10,1
423305,9,23
633181,14,15
751604,11,13
179379,8,15
19435,3,5
188202,0,1
224638,14,14
233066,14,58
307025,7,9
504928,11,20
614339,9,12
763301,13,24
608945,10,22
19740,1,1
19831,2,0
781370,10,5
19892,18,10
154998,11,20
257544,9,14
749734,13,29
855423,10,36
341422,8,7
19953,4,0
591104,5,14
688804,6,3
20028,1,0
28166,10,23
59156,10,54
76881,7,55
276085,2,99
81194,7,21
20278,16,35
100854,5,9
108826,6,54
148477,10,5
164594,10,20
168958,10,8
198162,7,8
233228,10,13
457807,8,12
838195,9,12
611877,1,8
20319,3,5
750203,3,16
74970,0,40
20403,3,7
246022,3,14
287604,2,53
120010,23,8
20729,12,0
163420,5,8
206407,6,35
475334,7,5
479350,10,8
486047,17,15
604075,2,5
786613,19,34
1416172,0,1
20740,14,1
129817,13,13
165830,6,7
181376,19,8
352171,2,5
681340,7,13
697350,13,5
788508,23,7
798477,1,4
20760,28,4
80780,37,17
85410,11,3
142050,16,7
174122,34,7
177060,16,35
307875,17,9
345355,21,11
852997,12,3
69534,26,16
20812,9,0
222436,18,16
251595,15,7
297702,20,14
20862,6,3
520975,1,7
680522,8,10
20919,1,0
97529,4,5
20971,9,0
226380,11,8
680003,18,6
789775,5,15
798326,13,14
800100,5,13
928942,2,36
961688,17,3
189644,5,11
20984,1,1
21008,22,0
281254,16,3
393789,9,6
510805,23,10
530745,24,70
583959,18,66
592954,18,22
681171,2,1
787960,1,1
936206,16,31
941579,13,42
21009,17,2
140816,9,6
252184,15,8
337631,19,8
467853,6,4
21292,4,6
887348,1,11
21492,8,0
194703,12,37
756656,5,26
21578,13,6
191063,13,18
308932,8,11
672011,12,21
46794,24,14
21670,16,0
99246,15,9
162197,26,19
169795,25,22
377581,2,2
570061,9,5
615489,5,4
925528,15,10
528221,10,22
21747,12,10
94210,9,21
397042,5,3
502199,12,4
548338,9,26
674332,7,6
678408,2,9
22020,5,0
228299,10,3
233862,11,15
243527,3,17
463527,12,7
156043,13,12
259800,14,11
754879,1,3
792925,5,10
22348,17,7
631579,9,12
927736,9,7
955544,14,4
961234,16,18
103324,8,5
22369,3,0
151787,13,14
305541,1,3
22574,1,0
22602,1,0
22875,1,2
278575,10,11
567190,11,17
573870,9,13
923618,11,12
2993710,10,16
228323,3,10
22981,1,0
23147,1,0
74853,10,6
23202,3,0
921306,16,22
190632,5,4
23411,1,0
23925,4,0
610706,12,14
23982,3,0
24139,2,0
502163,8,15
24152,1,0
75295,8,16
24309,7,0
173988,4,6
190021,12,19
242861,10,15
636474,9,17
24329,9,0
172612,11,12
932858,8,8
24568,2,13
607804,0,10
24944,12,16
407986,8,2
814220,3,2
161351,21,2
25142,6,0
268871,8,10
333464,29,12
25236,13,0
193231,9,41
413524,16,51
104714,8,108
25394,1,3
35076,11,9
161920,15,9
239921,21,49
332257,13,13
482334,14,28
748222,15,39
25778,2,3
129775,12,48
131624,0,12
25857,2,2
617370,0,2
793845,7,7
25899,1,1
101795,10,3
25965,3,0
188432,15,7
944206,14,13
26023,15,4
354158,0,1
564239,9,14
678339,21,33
755494,10,25
771010,8,21
838241,4,13
840523,16,24
937003,18,51
26161,1,0
26164,25,7
69060,12,7
100473,21,6
109414,19,3
238297,7,4
498691,12,14
585189,9,15
762500,4,9
766361,10,13
797431,25,11
172167,30,28
26193,7,3
174752,21,12
601430,12,1
749504,0,9
26367,23,3
105354,21,56
500992,27,27
835585,11,6
859868,14,6
948171,21,11
26510,14,7
185615,17,13
198532,19,9
391398,4,29
538677,8,97
744796,16,30
814751,7,25
26520,33,16
37658,2,24
57209,6,9
118327,9,14
140499,8,40
174822,6,22
186594,6,9
241724,8,2
311074,4,7
387815,6,29
488378,8,15
521704,11,10
607028,5,3
635413,12,22
645612,10,51
678009,5,19
753963,13,10
773392,6,2
799466,5,5
849672,7,13
936658,2,2
26637,3,0
72041,18,22
26825,11,2
123915,6,5
208303,13,6
754251,20,22
756180,14,13
26952,8,2
83095,13,11
152973,15,6
182360,14,31
577235,8,16
27102,1,0
27136,7,5
203670,0,2
313899,0,1
749671,3,2
27221,5,0
769444,22,43
27916,11,12
250435,13,9
266160,4,47
330601,9,10
330967,3,7
894827,8,10
28002,8,5
242211,10,3
323194,12,11
259529,1,51
28015,1,0
191429,3,8
769616,1,6
959770,3,37
28316,1,1
28432,13,10
127360,19,19
358820,21,19
481057,14,22
567325,2,8
28772,11,16
203639,12,4
29978,20,6
28863,2,0
28918,1,0
35021,6,15
135024,1,6
282709,6,25
569685,13,55
29334,4,6
353145,1,18
29365,2,0
29600,10,0
70800,12,9
154544,35,65
195874,9,25
197921,14,17
768321,17,16
784732,16,16
29604,1,1
29909,10,6
45313,13,16
292915,15,18
293896,30,29
505532,13,31
595101,9,25
643549,4,9
794173,0,2
845625,6,9
892823,15,17
956707,5,7
29808,16,10
84814,16,16
391933,19,19
588508,17,4
596126,11,29
809999,11,10
256349,7,28
322027,0,5
479028,4,17
495784,6,9
815575,4,22
137494,6,51
376608,6,13
792953,8,50
793988,7,43
803720,8,36
193216,15,32
210323,8,9
482600,8,5
297955,5,4
319021,28,11
486645,13,3
501802,10,14
583478,15,7
202554,0,3
30250,2,0
489316,6,26
30431,13,6
129308,11,14
415239,5,1
745318,2,3
790814,16,23
30925,9,4
395819,2,8
30928,9,7
61226,20,24
607773,10,14
892771,13,24
31022,2,4
290040,1,3
317093,1,65
668448,1,17
817000,3,12
51066,6,3
31158,1,0
31263,4,16
304401,9,17
31324,8,6
590479,15,40
925837,11,8
299668,10,9
31442,9,1
210991,19,16
317865,24,9
585249,15,18
922728,16,26
84053,18,43
119651,12,15
478603,15,20
758444,41,20
31606,12,7
336783,14,60
384920,10,2
394449,4,6
674263,8,15
31617,7,0
408696,16,14
607202,24,13
920101,4,4
46699,12,53
105618,7,5
130115,9,13
138833,6,23
170815,11,37
244711,0,1
265456,5,17
424296,9,13
479582,2,18
496097,3,10
497132,5,13
636044,10,9
692100,3,5
771297,1,4
31697,2,0
31765,2,0
31823,4,0
573410,8,5
652255,6,7
82742,16,4
31969,9,0
222927,25,19
231645,2,14
31971,1,0
32045,1,0
12802,0,2
195368,0,2
32193,1,4
289685,12,4
32301,2,0
32333,1,0
333634,12,20
32366,7,9
517264,2,7
577531,0,80
845468,10,9
32401,5,3
659517,15,28
674873,9,14
32409,1,0
32433,9,4
175708,21,12
759031,16,9
32807,7,1
150062,5,5
242511,10,12
32971,17,3
163229,14,27
597094,19,23
64509,8,23
343396,5,34
68551,24,15
33481,7,0
283405,10,2
767370,9,2
926108,19,1
33560,6,7
627337,6,8
660401,3,9
33580,5,6
218885,7,14
219334,6,6
939187,13,6
33666,15,4
125465,8,5
33995,1,0
33316,0,1
34094,8,11
138332,0,6
839369,0,3
68738,7,2
34172,12,13
259561,14,4
639053,15,49
920073,16,12
34249,33,20
152002,21,13
218994,15,12
337271,7,5
377908,18,13
489876,21,17
515628,7,16
543867,9,19
823165,8,11
34382,10,0
89710,10,8
149515,21,10
574597,18,13
665957,10,7
921002,11,17
206967,1,22
34617,6,4
786228,3,3
55304,2,20
34867,7,0
75171,2,15
143367,2,1
423095,0,1
761706,2,7
34880,1,0
92303,4,8
131650,21,68
493327,20,24
816900,6,9
922200,9,16
487186,16,42
672910,15,60
926604,9,23
948557,7,4
57488,1,1
82831,2,21
403120,1,35
149044,10,30
267814,7,7
345168,8,10
658346,16,13
35338,15,9
160638,0,1
246885,9,22
35464,13,6
397876,6,3
662800,2,19
762288,1,13
778344,3,11
35587,9,11
422947,17,47
515251,2,2
931105,14,15
950956,2,6
42993,11,5
35697,2,1
35719,7,3
80537,5,11
35864,1,1
3495279,17,1
36310,9,4
135054,0,3
266255,14,18
766385,18,6
36312,13,0
167517,16,18
286561,13,10
36327,7,0
135152,8,27
799081,8,5
925066,9,8
36468,10,6
573241,15,16
61172,23,38
758520,15,17
858827,23,77
889097,14,7
36645,8,3
558339,2,10
642664,6,11
988386,9,8
858710,7,21
36849,2,0
903609,5,20
36934,1,1
36987,6,3
484396,7,45
37026,6,0
578031,5,5
935990,0,1
315336,0,15
37197,1,0
556242,0,8
75100,18,31
140689,12,10
222351,15,6
474482,11,18
913210,4,4
171693,0,2
37794,2,2
37865,1,3
37931,3,0
38061,4,1
747757,14,13
61534,8,5
38302,16,19
142652,5,8
38321,20,0
108679,13,9
636433,17,11
775877,26,31
923705,15,3
3413,0,1
128249,1,2
142178,0,6
205254,2,5
813392,5,26
816896,5,11
73644,5,7
171637,6,20
190946,4,36
332852,5,4
3056,0,1
38579,14,13
750925,0,1
783250,0,1
926548,17,50
38805,29,4
58438,11,11
106882,5,4
110104,2,8
127696,12,10
176358,30,9
200074,26,11
619423,14,4
684830,7,7
884962,10,6
920939,10,4
139933,2,11
213165,8,9
814036,6,26
38977,8,6
138520,18,45
223197,12,7
255704,5,7
312354,10,8
367459,4,6
471355,13,21
472925,18,10
761108,12,7
855952,12,4
58372,15,32
39342,7,0
308645,24,10
39406,10,0
453041,8,4
741177,15,9
39637,4,0
291043,19,22
44290,3,15
792175,2,14
49806,0,7
39661,3,3
64817,1,4
1006782,0,8
40124,21,0
130764,10,5
139089,17,15
213921,9,8
243008,30,40
258430,17,17
317545,19,29
527267,12,7
780581,8,8
805345,5,2
848913,10,13
920994,12,15
819894,3,10
40230,8,2
94764,6,4
451296,18,13
40294,4,1
40501,8,2
129430,2,8
853926,2,9
40648,10,0
928351,14,9
40743,15,2
312353,12,11
509223,20,14
799771,6,4
40922,3,2
41283,22,0
170381,17,5
465562,7,1
987621,19,13
416785,0,7
41431,3,5
760240,0,16
41462,7,0
743968,8,3
102050,6,21
41899,5,5
772745,12,9
41976,1,0
42589,19,2
99561,7,22
124492,40,27
477116,13,6
850692,14,14
68155,1,12
43348,2,0
278559,0,2
43444,5,10
295415,2,9
492670,1,2
639005,3,12
899198,4,4
43520,16,2
376739,9,6
758943,14,7
830425,25,4
962064,6,9
942335,10,4
43572,2,2
949820,16,18
578141,15,19
785611,6,15
852007,7,47
44068,4,7
79392,5,5
466759,8,15
44663,6,0
232869,27,3
245019,12,13
758208,31,21
669015,3,8
44751,15,11
94205,8,42
165818,9,12
196248,12,18
266916,3,12
418981,7,20
469286,7,8
774791,6,6
868306,7,22
44776,8,1
756740,8,10
115733,3,12
894956,15,26
186312,4,21
44998,1,0
81083,2,59
45057,3,28
169202,5,23
45077,10,7
192925,8,6
223054,8,21
527379,0,8
536754,0,21
738855,7,7
45287,1,0
486775,5,12
45379,12,0
127949,9,8
139804,8,6
354733,27,7
45475,19,2
146544,8,6
223701,8,10
238440,4,20
600228,6,3
45560,28,1
148355,6,2
752773,11,9
767741,11,4
776011,19,7
837486,10,3
809396,8,7
45745,1,0
48816,13,9
45941,1,0
46184,1,3
211424,2,3
46345,1,2
46381,6,4
46429,20,0
76658,2,3
136075,2,4
406583,19,4
628684,13,3
772721,8,3
804559,11,8
46460,4,3
46626,2,0
87113,4,10
241813,0,12
334829,5,11
577720,3,27
46727,9,4
117001,4,6
578744,5,5
763554,1,6
46784,7,3
617568,5,3
805208,4,6
69153,15,35
83554,17,19
227487,21,3
683686,9,4
800426,13,8
81619,25,6
46814,12,1
659299,21,3
789721,12,9
842269,10,10
654490,3,14
133119,2,3
394806,8,35
542549,5,14
551815,4,36
628981,11,9
196969,12,17
300024,19,9
47134,12,3
443997,3,6
571845,4,4
758601,2,8
797056,11,14
837592,8,5
47246,2,3
67561,0,4
107877,7,6
224186,20,18
48061,6,0
585574,17,8
766078,15,17
852688,21,30
48123,4,1
48126,1,0
48265,11,2
48566,39,8
52382,10,12
85776,11,12
154548,9,11
224294,18,9
339490,6,7
805661,13,20
817369,12,10
835894,4,1
838524,10,5
943936,7,5
48587,3,2
359062,8,8
48806,1,1
48811,12,0
192338,0,2
779670,15,7
885375,3,10
233035,2,6
247966,4,10
368451,7,8
847735,0,14
855531,14,17
48903,2,0
935330,22,14
48908,4,5
49026,11,3
215058,17,4
270667,18,16
325443,9,11
521851,13,13
946560,8,6
49062,13,1
146490,12,7
335747,34,13
757342,19,36
771905,8,13
683750,9,14
49163,1,0
49180,2,5
66228,1,9
49367,5,2
49374,13,5
229157,7,11
777210,14,16
49797,9,3
830538,14,20
50034,9,5
582930,8,6
842611,9,6
339577,24,18
755519,10,9
940583,11,7
946137,21,11
50581,1,1
50588,9,0
50967,12,0
207644,0,4
333643,2,7
586798,15,5
51230,1,0
119111,2,4
51233,4,1
120487,1,10
345427,8,12
404345,7,11
417607,7,9
500664,10,25
843607,13,12
51603,17,0
75591,15,1
186185,28,16
293490,19,6
374126,14,9
579458,2,8
641626,0,1
751613,9,6
829267,9,6
988471,20,6
51736,2,4
51909,22,14
541125,11,12
784760,10,7
135032,9,20
807121,10,2
669511,5,6
52062,3,1
892775,0,1
52093,11,6
52151,8,8
128585,2,7
923432,3,14
181694,0,11
53204,2,0
797205,4,5
272567,1,9
53221,8,0
949259,33,9
53441,1,0
53606,2,0
43499,0,6
345734,12,17
670088,6,4
53916,2,0
187907,2,3
54982,2,0
924318,0,1
960674,1,23
101701,7,8
55778,3,0
184267,8,10
80443,0,1
55939,9,0
161830,2,1
212614,6,4
954817,5,7
56193,4,0
634377,6,7
57124,7,2
75825,6,22
57151,7,0
765595,27,14
813731,15,9
425105,9,29
57188,1,2
57205,8,0
864257,12,8
57280,7,2
170211,0,2
57497,1,1
57577,1,0
57636,4,0
249973,18,19
420539,21,13
57840,6,2
179730,11,15
57923,3,0
58360,2,1
58361,1,1
827367,1,2
838559,9,8
58386,10,7
625736,8,18
194018,8,13
204708,17,18
309328,5,22
620121,17,12
668302,8,10
776562,9,8
807489,4,5
58934,23,1
206241,16,19
296903,10,5
566918,9,7
567862,12,9
812802,18,6
926428,14,9
58947,2,0
269972,1,14
80428,6,4
59503,1,1
428717,11,15
90803,5,16
59758,10,1
193342,7,4
59949,1,0
59989,4,0
631535,7,4
2368302,1,4
60012,3,0
61041,15,0
308742,14,6
492037,15,7
568137,22,17
569402,17,16
748904,16,3
933633,3,2
83013,19,32
482787,6,8
624215,9,3
816517,7,6
930642,8,4
570825,6,25
180449,8,4
208076,28,38
243474,7,12
254535,10,7
61273,6,4
674011,5,7
830319,7,5
891907,5,2
893719,3,9
239961,11,11
820232,10,16
61637,14,4
687487,22,15
61792,5,0
487271,7,6
61912,1,0
62002,6,10
62270,1,1
62412,3,0
517074,19,19
62455,1,0
62609,14,0
582024,9,5
795341,9,5
799644,3,1
165855,6,5
